Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable,F1_Score
?f  governmentPosition  ?b  ex:?a  ex:state  ?f   ,?a  ex:governmentPosition  ?b,0.0102564,0.00772201,0.0186916,2,259,107,?a,0.013245
?e  governmentPosition  ?b  ex:?e  state  ?a  ex: ,?a  ex:governmentPosition  ?b,0.0102564,0.0104712,0.0186916,2,191,107,?a,0.013245
?a  ex:growingGrape  ?e  ?e  wineRegion  ?b  ex: ,?a  ex:isPartOfWineRegion  ?b,0.103753,0.0134478,0.01874,47,3495,2508,?a,0.031746
?a  ex:state  ?b  ex: ,?a  ex:lowestPlace  ?b,0.0153846,0.000060964,0.0188679,3,49209,159,?a,0.0169492
?a  ex:state  ?b  ex: ,?a  ex:lowestMountain  ?b,0.0180723,0.000060964,0.0188679,3,49209,159,?a,0.0184615
?e  commander  ?a  ex:?e  commander  ?b  ex: ,?a  ex:deputy  ?b,0.0196413,0.0001108,0.0188679,23,207582,1219,?b,0.0192469
?a  ex:designCompany  ?f  ?b  ex:designer  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0257196,0.0110691,0.0188993,193,17436,10212,?a,0.0217882
?a  ex:designer  ?f  ?b  ex:designer  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0257196,0.00292522,0.0188993,193,65978,10212,?a,0.0217882
?a  ex:developer  ?e  ?e  keyPerson  ?b  ex: ,?a  ex:developer  ?b,0.0148399,0.0189057,0.0189057,368,19465,19465,?a,0.0166279
?a  ex:locatedInArea  ?f  ?b  ex:riverMouth  ?f   ,?a  ex:crosses  ?b,0.0104205,0.00114566,0.0189189,28,24440,1480,?a,0.0134389
?e  isPartOf  ?b  ex:?a  ex:locatedInArea  ?e   ,?a  ex:maintainedBy  ?b,0.0267857,0.00442894,0.018922,33,7451,1744,?a,0.0221774
?a  ex:writer  ?b  ex: ,?a  ex:basedOn  ?b,0.0428882,0.000598399,0.018963,79,132019,4166,?b,0.0262983
?a  ex:designCompany  ?f  ?b  ex:designCompany  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0257196,0.011122,0.0189793,193,17353,10169,?a,0.0218412
?b  ex:designCompany  ?f  ?a  ex:designer  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0257196,0.0110691,0.0189793,193,17436,10169,?a,0.0218412
?a  ex:vein  ?f  ?b  ex:vein  ?f   ,?a  ex:branchTo  ?b,0.011811,0.00574713,0.0189873,3,522,158,?b,0.0145631
?b  ex:parentCompany  ?f  ?a  ex:publisher  ?f   ,?a  ex:developer  ?b,0.0437939,0.016493,0.01899,1086,65846,57188,?a,0.0264923
?a  ex:birthPlace  ?b  ex: ,?a  ex:school  ?b,0.0288115,0.000062438,0.0190174,48,768759,2524,?a,0.0229117
?e  birthPlace  ?b  ex:?e  region  ?a  ex: ,?a  ex:countySeat  ?b,0.015257,0.00218465,0.019103,46,21056,2408,?b,0.0169648
?a  ex:district  ?f  ?b  ex:district  ?f   ,?a  ex:highestRegion  ?b,0.5,0.000009345,0.0191898,63,6741594,3283,?a,0.036961
?b  ex:battle  ?e  ?e  commander  ?a  ex: ,?a  ex:vicePresident  ?b,0.0138504,0.000015076,0.0191939,10,663310,521,?b,0.0160901
?b  ex:capital  ?f  ?a  ex:headquarter  ?f   ,?a  ex:nationalAffiliation  ?b,0.0450928,0.000467946,0.019209,17,36329,885,?a,0.0269414
?b  ex:residence  ?a  ex: ,?a  ex:mayor  ?b,0.0124417,0.000222507,0.0192771,8,35954,415,?a,0.0151229
?a  ex:hubAirport  ?f  ?b  ex:hubAirport  ?f   ,?a  ex:parentCompany  ?b,0.0131256,0.00610104,0.0192862,107,17538,5548,?a,0.0156204
?f  successor  ?a  ex:?b  ex:successor  ?f   ,?a  ex:associate  ?b,0.0228509,0.000316484,0.0193015,21,66354,1088,?b,0.0209268
?a  ex:associatedAct  ?f  ?b  ex:associatedBand  ?f   ,?a  ex:associatedAct  ?b,0.0619469,0.019337,0.019337,7,362,362,?a,0.0294737
?a  ex:associatedAct  ?f  ?b  ex:associatedMusicalArtist  ?f   ,?a  ex:associatedAct  ?b,0.0619469,0.019337,0.019337,7,362,362,?a,0.0294737
?f  aircraftTransport  ?b  ex:?a  ex:country  ?f   ,?a  ex:aircraftTransport  ?b,0.0123288,0.0193966,0.0193966,9,464,464,?b,0.0150754
?a  ex:intercommunality  ?b  ex: ,?a  ex:arrondissement  ?b,0.0139316,0.0163425,0.0195491,163,9974,8338,?a,0.0162691
?a  ex:influencedBy  ?e  ?e  notableIdea  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.088214,0.0125103,0.0195764,122,9752,6232,?a,0.032042
?b  ex:residence  ?a  ex: ,?a  ex:leaderName  ?b,0.0224196,0.0103187,0.0195923,371,35954,18936,?a,0.0209108
?a  ex:firstRace  ?b  ex: ,?a  ex:lastWin  ?b,0.0196078,0.00238095,0.0196078,2,840,102,?a,0.0196078
?e  country  ?b  ex:?e  saint  ?a  ex: ,?a  ex:majorShrine  ?b,0.0105949,0.0196078,0.0196078,13,663,663,?b,0.0137566
?e  musicSubgenre  ?a  ex:?b  ex:stylisticOrigin  ?e   ,?a  ex:musicSubgenre  ?b,0.0785908,0.00811416,0.0196344,29,3574,1477,?b,0.0314193
?a  ex:arrondissement  ?b  ex: ,?a  ex:intercommunality  ?b,0.0163425,0.0139316,0.0197432,163,11700,8256,?a,0.0178826
?b  ex:primeMinister  ?f  ?f  successor  ?a  ex: ,?a  ex:primeMinister  ?b,0.0337681,0.0117186,0.0198382,233,19883,11745,?a,0.0249933
?a  ex:aircraftBomber  ?f  ?b  ex:predecessor  ?f   ,?a  ex:aircraftBomber  ?b,0.0218182,0.0199336,0.0199336,6,301,301,?a,0.0208333
?f  party  ?a  ex:?b  ex:primeMinister  ?f   ,?a  ex:leader  ?b,0.0120187,0.00863724,0.0199704,54,6252,2704,?a,0.0150063
?b  ex:operatedBy  ?f  ?a  ex:owner  ?f   ,?a  ex:servingRailwayLine  ?b,0.0376874,0.00294521,0.0199891,367,124609,18360,?a,0.0261229
?b  ex:country  ?f  ?a  ex:destination  ?f   ,?a  ex:destination  ?b,0.019084,0.000009218,0.02,10,1084885,500,?b,0.0195312
?a  ex:starring  ?b  ex: ,?a  ex:producer  ?b,0.0144146,0.010789,0.0200013,2767,256464,138341,?a,0.0167545
?a  ex:coach  ?f  ?b  ex:formerCoach  ?f   ,?a  ex:formerPartner  ?b,0.0539419,0.0101881,0.0200062,65,6380,3249,?b,0.0291872
?b  ex:district  ?a  ex: ,?a  ex:highestState  ?b,0.01,0.000048415,0.0201342,3,61964,149,?a,0.013363
?a  ex:district  ?b  ex: ,?a  ex:sourcePlace  ?b,0.0135193,0.00101672,0.0201471,63,61964,3127,?a,0.0161808
?a  ex:district  ?b  ex: ,?a  ex:sourceMountain  ?b,0.0135193,0.00101672,0.0201471,63,61964,3127,?a,0.0161808
?f  influenced  ?a  ex:?b  ex:influencedBy  ?f   ,?a  ex:influencedBy  ?b,0.0426186,0.0102559,0.0201695,776,75664,38474,?b,0.0273808
?a  ex:region  ?f  ?f  state  ?b  ex: ,?a  ex:highestMountain  ?b,0.0839695,0.00177677,0.0201835,11,6191,545,?b,0.0325444
?b  ex:spokenIn  ?a  ex: ,?a  ex:officialLanguage  ?b,0.270876,0.00926506,0.0203333,133,14355,6541,?a,0.0378271
?a  ex:successor  ?f  ?b  ex:successor  ?f   ,?a  ex:primeMinister  ?b,0.0752174,0.00263038,0.0204451,519,197310,25385,?a,0.0321512
?a  ex:previousWork  ?b  ex: ,?a  ex:album  ?b,0.0127752,0.0017445,0.0204543,217,124391,10609,?a,0.0157275
?e  followingEvent  ?b  ex:?a  ex:previousEvent  ?e   ,?a  ex:followingEvent  ?b,0.0171244,0.0199398,0.0205108,53,2658,2584,?a,0.0186653
?a  ex:derivative  ?f  ?b  ex:stylisticOrigin  ?f   ,?a  ex:musicSubgenre  ?b,0.0623306,0.00676073,0.0205725,23,3402,1118,?b,0.0309348
?a  ex:operatedBy  ?b  ex: ,?a  ex:railwayRollingStock  ?b,0.0116732,0.00113229,0.0205832,12,10598,583,?a,0.0148976
?e  influencedBy  ?a  ex:?e  influencedBy  ?b  ex: ,?a  ex:influencedBy  ?b,0.113412,0.0206597,0.0206597,2065,99953,99953,?b,0.0349523
?a  ex:region  ?f  ?b  ex:region  ?f   ,?a  ex:associate  ?b,0.16975,0.000003595,0.0206759,156,43396709,7545,?b,0.036862
?a  ex:<http://xmlns.com/foaf/0.1/homepage  ?f  ?b  ex:<http://xmlns.com/foaf/0.1/homepage  ?f   ,?a  ex:sisterNewspaper  ?b,0.0105263,0.000009179,0.0206897,3,326847,145,?b,0.0139535
?a  ex:federalState  ?b  ex: ,?a  ex:administrativeDistrict  ?b,0.0101466,0.00200045,0.0208817,9,4499,431,?a,0.0136571
?a  ex:city  ?b  ex: ,?a  ex:routeJunction  ?b,0.0228913,0.0067463,0.0208997,571,84639,27321,?b,0.0218502
?a  ex:city  ?f  ?b  ex:city  ?f   ,?a  ex:rival  ?b,0.246009,0.000090449,0.0209148,262,2896652,12527,?b,0.0385521
?a  ex:successor  ?b  ex: ,?a  ex:president  ?b,0.0158148,0.00227783,0.0209408,138,60584,6590,?a,0.0180204
?e  influencedBy  ?a  ex:?e  philosophicalSchool  ?b  ex: ,?a  ex:notableIdea  ?b,0.0451045,0.0090728,0.0211558,41,4519,1938,?b,0.0288022
?a  ex:owningCompany  ?f  ?b  ex:parentCompany  ?f   ,?a  ex:parentCompany  ?b,0.0122669,0.00474541,0.021164,100,21073,4725,?a,0.0155316
?a  ex:owner  ?f  ?b  ex:parentCompany  ?f   ,?a  ex:parentCompany  ?b,0.0122669,0.00416962,0.021164,100,23983,4725,?a,0.0155316
?e  successor  ?a  ex:?e  vicePresident  ?b  ex: ,?a  ex:vicePresident  ?b,0.033241,0.021164,0.021164,24,1134,1134,?b,0.0258621
?a  ex:nationalAffiliation  ?f  ?b  ex:nationalAffiliation  ?f   ,?a  ex:splitFromParty  ?b,0.0251046,0.00312663,0.0212014,6,1919,283,?a,0.0229885
?e  musicFusionGenre  ?b  ex:?a  ex:stylisticOrigin  ?e   ,?a  ex:derivative  ?b,0.0601202,0.00940144,0.0212164,30,3191,1414,?b,0.0313643
?f  musicFusionGenre  ?a  ex:?b  ex:stylisticOrigin  ?f   ,?a  ex:musicSubgenre  ?b,0.0650406,0.00752115,0.0212578,24,3191,1129,?b,0.0320427
?b  ex:city  ?a  ex: ,?a  ex:lowestPlace  ?b,0.0153846,0.000035445,0.0212766,3,84639,141,?a,0.0178571
?a  ex:riverMouth  ?f  ?f  sourcePlace  ?b  ex: ,?a  ex:mouthMountain  ?b,0.0163399,0.00929752,0.0212867,90,9680,4228,?a,0.0184881
?a  ex:riverMouth  ?f  ?f  sourceMountain  ?b  ex: ,?a  ex:mouthMountain  ?b,0.0163399,0.00929752,0.0212867,90,9680,4228,?a,0.0184881
?a  ex:hubAirport  ?b  ex: ,?a  ex:targetAirport  ?b,0.0268022,0.00928,0.0213079,29,3125,1361,?b,0.0237413
?a  ex:publisher  ?b  ex: ,?a  ex:gameArtist  ?b,0.0168421,0.000170401,0.0213333,8,46948,375,?a,0.0188235
?a  ex:formerChoreographer  ?f  ?b  ex:formerCoach  ?f   ,?a  ex:currentPartner  ?b,0.0691928,0.00838993,0.0213523,42,5006,1967,?b,0.032634
?e  mission  ?a  ex:?e  nationality  ?b  ex: ,?a  ex:launchPad  ?b,0.0185874,0.00758725,0.0213675,5,659,234,?a,0.0198807
?e  musicFusionGenre  ?b  ex:?e  musicSubgenre  ?a  ex: ,?a  ex:derivative  ?b,0.0220441,0.00813008,0.0214008,11,1353,514,?b,0.0217177
?e  musicSubgenre  ?b  ex:?a  ex:stylisticOrigin  ?e   ,?a  ex:derivative  ?b,0.0841683,0.0117515,0.0214176,42,3574,1961,?b,0.0341463
?f  musicSubgenre  ?a  ex:?b  ex:stylisticOrigin  ?f   ,?a  ex:stylisticOrigin  ?b,0.0260237,0.0190263,0.0214308,68,3574,3173,?a,0.023505
?a  ex:writer  ?b  ex: ,?a  ex:cinematography  ?b,0.0305844,0.00593854,0.0214512,784,132019,36548,?a,0.0252163
?a  ex:county  ?f  ?b  ex:county  ?f   ,?a  ex:rival  ?b,0.120188,0.000240772,0.0214513,128,531623,5967,?b,0.036405
?a  ex:<http://xmlns.com/foaf/0.1/homepage  ?f  ?b  ex:<http://xmlns.com/foaf/0.1/homepage  ?f   ,?a  ex:nationalAffiliation  ?b,0.0132626,0.000015298,0.0214592,5,326847,233,?a,0.0163934
?a  ex:manager  ?b  ex: ,?a  ex:chairman  ?b,0.0211848,0.010158,0.021665,108,10632,4985,?a,0.0214222
?b  ex:formerChoreographer  ?f  ?a  ex:formerCoach  ?f   ,?a  ex:currentPartner  ?b,0.0675453,0.00819017,0.0216931,41,5006,1890,?b,0.0328394
?a  ex:musicFusionGenre  ?f  ?b  ex:stylisticOrigin  ?f   ,?a  ex:derivative  ?b,0.0240481,0.00889548,0.0216998,12,1349,553,?b,0.0228137
?e  highestRegion  ?b  ex:?a  ex:state  ?e   ,?a  ex:highestRegion  ?b,0.015873,0.0077821,0.0217391,2,257,92,?a,0.0183486
?b  ex:outflow  ?f  ?a  ex:riverMouth  ?f   ,?a  ex:mouthMountain  ?b,0.0103486,0.00820026,0.0217391,57,6951,2622,?a,0.0140221
?f  stylisticOrigin  ?a  ex:?b  ex:stylisticOrigin  ?f   ,?a  ex:musicSubgenre  ?b,0.138211,0.00715789,0.0218228,51,7125,2337,?b,0.037694
?a  ex:field  ?b  ex: ,?a  ex:knownFor  ?b,0.0176404,0.017549,0.0218266,423,24104,19380,?b,0.0195115
?e  musicFusionGenre  ?b  ex:?a  ex:stylisticOrigin  ?e   ,?a  ex:musicSubgenre  ?b,0.0487805,0.00564086,0.0218447,18,3191,824,?b,0.030176
?a  ex:governor  ?f  ?b  ex:governor  ?f   ,?a  ex:governor  ?b,0.0816224,0.0218528,0.0218528,163,7459,7459,?a,0.0344755
?a  ex:leader  ?f  ?f  successor  ?b  ex: ,?a  ex:leader  ?b,0.0100156,0.0218659,0.0218659,45,2058,2058,?a,0.0137384
?e  party  ?a  ex:?e  successor  ?b  ex: ,?a  ex:leader  ?b,0.0429557,0.00566747,0.0220976,193,34054,8734,?a,0.0291827
?b  ex:choreographer  ?f  ?a  ex:coach  ?f   ,?a  ex:formerPartner  ?b,0.0215768,0.00718232,0.0221277,26,3620,1175,?b,0.0218487
?b  ex:riverMouth  ?f  ?a  ex:state  ?f   ,?a  ex:river  ?b,0.0127737,0.000108061,0.0221519,7,64778,316,?a,0.0162037
?e  militaryBranch  ?a  ex:?e  militaryRank  ?b  ex: ,?a  ex:secondCommander  ?b,0.019305,0.00648508,0.0222222,5,771,225,?a,0.0206612
?a  ex:owner  ?f  ?b  ex:owner  ?f   ,?a  ex:subsidiary  ?b,0.0106206,0.000013706,0.0222686,32,2334672,1437,?b,0.014382
?b  ex:isPartOf  ?a  ex: ,?a  ex:largestCity  ?b,0.727141,0.00277176,0.0223332,1511,545140,67657,?a,0.0433355
?f  primeMinister  ?a  ex:?b  ex:primeMinister  ?f   ,?a  ex:primeMinister  ?b,0.0165217,0.0162694,0.0223354,114,7007,5104,?a,0.0189937
?a  ex:successor  ?b  ex: ,?a  ex:governor  ?b,0.0205308,0.000676746,0.0223555,41,60584,1834,?a,0.0214043
?a  ex:genus  ?b  ex: ,?a  ex:family  ?b,0.0112308,0.0223323,0.0223786,3053,136708,136425,?a,0.0149559
?f  aircraftAttack  ?b  ex:?a  ex:militaryBranch  ?f   ,?a  ex:aircraftBomber  ?b,0.0109091,0.000203169,0.0223881,3,14766,134,?a,0.0146699
?e  influenced  ?a  ex:?e  notableIdea  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.0383225,0.00978944,0.0224007,53,5414,2366,?a,0.0282742
?e  derivative  ?b  ex:?a  ex:stylisticOrigin  ?e   ,?a  ex:derivative  ?b,0.154309,0.0225939,0.0225939,77,3408,3408,?b,0.0394164
?a  ex:influenced  ?e  ?e  mainInterest  ?b  ex: ,?a  ex:notableIdea  ?b,0.0220022,0.00596481,0.0225989,20,3353,885,?b,0.0222965
?b  ex:jurisdiction  ?f  ?a  ex:location  ?f   ,?a  ex:nrhpType  ?b,0.0539683,0.000033522,0.0226064,17,507135,752,?a,0.031865
?a  ex:owner  ?f  ?b  ex:owningCompany  ?f   ,?a  ex:subsidiary  ?b,0.0102887,0.000385055,0.0226608,31,80508,1368,?b,0.014152
?b  ex:mission  ?f  ?a  ex:previousMission  ?f   ,?a  ex:crewMember  ?b,0.0604651,0.00912281,0.0226876,13,1425,573,?b,0.0329949
?e  birthPlace  ?a  ex:?e  birthPlace  ?b  ex: ,?a  ex:highestRegion  ?b,0.015873,0.000007007,0.0227273,2,285435,88,?a,0.0186916
?b  ex:capital  ?f  ?a  ex:premierePlace  ?f   ,?a  ex:premierePlace  ?b,0.0244591,0.0227671,0.0227671,26,1142,1142,?a,0.0235828
?a  ex:primeMinister  ?b  ex: ,?a  ex:deputy  ?b,0.0102477,0.00173913,0.0227704,12,6900,527,?b,0.0141343
?a  ex:producer  ?b  ex: ,?a  ex:basedOn  ?b,0.0162866,0.000156284,0.0229183,30,191958,1309,?b,0.0190416
?a  ex:hubAirport  ?e  ?e  location  ?b  ex: ,?a  ex:destination  ?b,0.0248092,0.0030388,0.0229277,13,4278,567,?b,0.0238313
?a  ex:politicalPartyInLegislature  ?f  ?b  ex:politicalPartyOfLeader  ?f   ,?a  ex:house  ?b,0.331754,0.00687353,0.0229508,70,10184,3050,?b,0.0429316
?b  ex:predecessor  ?f  ?a  ex:relatedMeanOfTransportation  ?f   ,?a  ex:variantOf  ?b,0.018493,0.0133466,0.0230003,67,5020,2913,?a,0.0205018
?e  isPartOf  ?b  ex:?a  ex:premierePlace  ?e   ,?a  ex:premierePlace  ?b,0.0235183,0.0230203,0.0230203,25,1086,1086,?a,0.0232666
?e  era  ?b  ex:?e  influencedBy  ?a  ex: ,?a  ex:philosophicalSchool  ?b,0.0101229,0.00918635,0.0231023,14,1524,606,?a,0.0140774
?e  editor  ?b  ex:?e  starring  ?a  ex: ,?a  ex:editor  ?b,0.0131781,0.0231307,0.0231307,43,1859,1859,?b,0.0167903
?e  border  ?a  ex:?e  border  ?b  ex: ,?a  ex:river  ?b,0.0109489,0.00180234,0.023166,6,3329,259,?a,0.0148699
?a  ex:country  ?b  ex: ,?a  ex:mouthRegion  ?b,0.0167428,0.000018805,0.0233051,11,584947,472,?a,0.0194863
?a  ex:administrativeDistrict  ?f  ?f  federalState  ?b  ex: ,?a  ex:administrativeDistrict  ?b,0.0101466,0.0233161,0.0233161,9,386,386,?a,0.0141398
?a  ex:aircraftFighter  ?b  ex: ,?a  ex:aircraftTrainer  ?b,0.0134529,0.00789474,0.0233463,6,760,257,?a,0.0170697
?a  ex:location  ?e  ?e  tenant  ?b  ex: ,?a  ex:promotion  ?b,0.0792079,0.00914808,0.0233781,80,8745,3422,?a,0.0361011
?a  ex:<http://xmlns.com/foaf/0.1/homepage  ?f  ?b  ex:<http://xmlns.com/foaf/0.1/homepage  ?f   ,?a  ex:parentCompany  ?b,0.0180324,0.000449752,0.0233816,147,326847,6287,?a,0.0203615
?b  ex:mission  ?e  ?e  nextMission  ?a  ex: ,?a  ex:crewMember  ?b,0.0604651,0.009319,0.0234234,13,1395,555,?b,0.0337662
?a  ex:county  ?f  ?b  ex:isPartOf  ?f   ,?a  ex:localAuthority  ?b,0.229412,0.00116342,0.0235365,585,502828,24855,?a,0.0426929
?a  ex:district  ?f  ?b  ex:locatedInArea  ?f   ,?a  ex:highestPlace  ?b,0.0410133,0.000673134,0.0235457,34,50510,1444,?a,0.0299164
?a  ex:starring  ?b  ex: ,?a  ex:writer  ?b,0.0272612,0.0140332,0.023649,3599,256464,152184,?a,0.025327
?a  ex:influencedBy  ?f  ?b  ex:influencedBy  ?f   ,?a  ex:influencedBy  ?b,0.150868,0.0115881,0.0236641,2747,237053,116083,?b,0.0409112
?f  branchFrom  ?a  ex:?b  ex:branchFrom  ?f   ,?a  ex:branchTo  ?b,0.019685,0.00869565,0.0236967,5,575,211,?b,0.0215054
?a  ex:river  ?f  ?f  riverMouth  ?b  ex: ,?a  ex:river  ?b,0.0127737,0.0237288,0.0237288,7,295,295,?a,0.0166074
?a  ex:developer  ?f  ?f  product  ?b  ex: ,?a  ex:gameEngine  ?b,0.0620625,0.00247005,0.023733,133,53845,5604,?a,0.0343359
?a  ex:city  ?e  ?e  leaderName  ?b  ex: ,?a  ex:localAuthority  ?b,0.0223529,0.000972962,0.0237698,57,58584,2398,?a,0.0230396
?a  ex:basedOn  ?b  ex: ,?a  ex:musicBy  ?b,0.0137429,0.0092291,0.0237762,17,1842,715,?a,0.017418
?a  ex:league  ?f  ?f  team  ?b  ex: ,?a  ex:draftTeam  ?b,0.0206186,0.0104431,0.0238017,144,13789,6050,?a,0.0220961
?a  ex:type  ?b  ex: ,?a  ex:principal  ?b,0.0194805,0.000009544,0.0238095,3,314319,126,?a,0.0214286
?a  ex:administrativeDistrict  ?f  ?b  ex:federalState  ?f   ,?a  ex:administrativeDistrict  ?b,0.0101466,0.0238095,0.0238095,9,378,378,?a,0.0142292
?a  ex:district  ?f  ?b  ex:isPartOf  ?f   ,?a  ex:municipality  ?b,0.224446,0.000451041,0.0238341,415,920093,17412,?a,0.0430923
?b  ex:fastestDriver  ?a  ex: ,?a  ex:lastWin  ?b,0.205882,0.0195349,0.0238636,21,1075,880,?a,0.0427699
?e  otherParty  ?b  ex:?e  party  ?a  ex: ,?a  ex:europeanParliamentGroup  ?b,0.013245,0.00352423,0.0239521,4,1135,167,?a,0.0170576
?a  ex:chairman  ?b  ex: ,?a  ex:manager  ?b,0.010158,0.0211848,0.0240427,108,5098,4492,?a,0.0142819
?b  ex:author  ?f  ?a  ex:creator  ?f   ,?a  ex:lastAppearance  ?b,0.127596,0.00648685,0.0240546,215,33144,8938,?a,0.0404782
?a  ex:successor  ?b  ex: ,?a  ex:predecessor  ?b,0.0179046,0.00422554,0.0240873,256,60584,10628,?a,0.0205408
?b  ex:district  ?f  ?a  ex:governmentCountry  ?f   ,?a  ex:governmentRegion  ?b,0.0162602,0.0240964,0.0240964,2,83,83,?a,0.0194175
?e  commander  ?a  ex:?e  commander  ?b  ex: ,?a  ex:vicePresident  ?b,0.0484765,0.000168608,0.0241213,35,207582,1451,?b,0.0322135
?a  ex:stylisticOrigin  ?f  ?b  ex:stylisticOrigin  ?f   ,?a  ex:stylisticOrigin  ?b,0.323383,0.024212,0.024212,845,34900,34900,?a,0.045051
?a  ex:era  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.0122921,0.0200236,0.0242857,17,849,700,?a,0.0163226
?a  ex:birthPlace  ?b  ex: ,?a  ex:training  ?b,0.0211168,0.000117072,0.0242915,90,768759,3705,?a,0.0225932
?a  ex:state  ?b  ex: ,?a  ex:lowestState  ?b,0.023622,0.000060964,0.0243902,3,49209,123,?a,0.024
?e  city  ?b  ex:?e  state  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0162602,0.000172726,0.0243902,2,11579,82,?a,0.0195122
?e  crosses  ?a  ex:?e  locatedInArea  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0170109,0.00479288,0.0243902,14,2921,574,?a,0.020043
?e  battle  ?a  ex:?e  battle  ?b  ex: ,?a  ex:isPartOfMilitaryConflict  ?b,0.250512,0.0162084,0.0244199,2447,150971,100205,?a,0.0445018
?e  primeMinister  ?b  ex:?e  successor  ?a  ex: ,?a  ex:deputy  ?b,0.0204953,0.00188828,0.0244648,24,12710,981,?b,0.0223048
?a  ex:basedOn  ?b  ex: ,?a  ex:lyrics  ?b,0.0129081,0.0092291,0.0244957,17,1842,694,?a,0.016907
?a  ex:formerBroadcastNetwork  ?f  ?f  owningCompany  ?b  ex: ,?a  ex:owningCompany  ?b,0.0108833,0.0201172,0.0245297,103,5120,4199,?a,0.0150772
?a  ex:education  ?b  ex: ,?a  ex:employer  ?b,0.0106616,0.00356099,0.0245747,39,10952,1587,?a,0.0148713
?e  birthPlace  ?a  ex:?e  birthPlace  ?b  ex: ,?a  ex:governmentRegion  ?b,0.0243902,0.00001051,0.0245902,3,285435,122,?a,0.0244898
?b  ex:politicalPartyInLegislature  ?f  ?a  ex:politicalPartyOfLeader  ?f   ,?a  ex:house  ?b,0.2891,0.00598979,0.0246664,61,10184,2473,?b,0.0454545
?b  ex:poleDriver  ?a  ex: ,?a  ex:firstWin  ?b,0.215686,0.0210526,0.0247469,22,1045,889,?a,0.0443996
?f  industry  ?b  ex:?a  ex:owner  ?f   ,?a  ex:fuel  ?b,0.0120219,0.000880352,0.0247748,11,12495,444,?a,0.0161884
?a  ex:district  ?b  ex: ,?a  ex:source  ?b,0.0112657,0.000274353,0.0247813,17,61964,686,?a,0.0154897
?a  ex:militaryBranch  ?f  ?f  notableCommander  ?b  ex: ,?a  ex:militaryRank  ?b,0.0135977,0.00116133,0.0247934,24,20666,968,?a,0.0175631
?a  ex:birthPlace  ?b  ex: ,?a  ex:education  ?b,0.0192659,0.000274468,0.0248938,211,768759,8476,?a,0.0217212
?a  ex:president  ?f  ?f  successor  ?b  ex: ,?a  ex:deputy  ?b,0.0222032,0.00162317,0.024976,26,16018,1041,?b,0.0235081
?b  ex:district  ?f  ?a  ex:highestState  ?f   ,?a  ex:highestRegion  ?b,0.0238095,0.00775194,0.025,3,387,120,?a,0.0243902
?b  ex:derivative  ?f  ?f  musicSubgenre  ?a  ex: ,?a  ex:musicSubgenre  ?b,0.0135501,0.00952381,0.0251256,5,525,199,?b,0.0176056
?b  ex:capital  ?f  ?a  ex:placeOfBurial  ?f   ,?a  ex:placeOfBurial  ?b,0.0301811,0.0251256,0.0251256,15,597,597,?a,0.0274223
?a  ex:sourceCountry  ?f  ?b  ex:timeZone  ?f   ,?a  ex:sourceRegion  ?b,0.0157959,0.00219224,0.0251451,13,5930,517,?a,0.019403
?a  ex:mouthCountry  ?f  ?b  ex:timeZone  ?f   ,?a  ex:sourceRegion  ?b,0.0157959,0.0215947,0.0251938,13,602,516,?a,0.0194175
?f  stylisticOrigin  ?a  ex:?b  ex:stylisticOrigin  ?f   ,?a  ex:derivative  ?b,0.162325,0.0113684,0.0252258,81,7125,3211,?b,0.0436658
?e  musicFusionGenre  ?a  ex:?e  musicFusionGenre  ?b  ex: ,?a  ex:derivative  ?b,0.0260521,0.00934579,0.0252427,13,1391,515,?b,0.025641
?a  ex:derivative  ?f  ?f  stylisticOrigin  ?b  ex: ,?a  ex:musicSubgenre  ?b,0.0379404,0.00796359,0.0254545,14,1758,550,?b,0.0304679
?f  deputy  ?a  ex:?b  ex:primeMinister  ?f   ,?a  ex:deputy  ?b,0.0136635,0.00380952,0.0254777,16,4200,628,?b,0.0177877
?f  derivative  ?b  ex:?a  ex:derivative  ?f   ,?a  ex:musicSubgenre  ?b,0.0135501,0.0102669,0.0255102,5,487,196,?b,0.0176991
?b  ex:region  ?a  ex: ,?a  ex:largestCity  ?b,0.0707411,0.00225706,0.0255875,147,65129,5745,?a,0.0375815
?a  ex:district  ?f  ?f  isPartOf  ?b  ex: ,?a  ex:municipality  ?b,0.0102758,0.000261903,0.0257453,19,72546,738,?a,0.0146888
?b  ex:associatedMusicalArtist  ?f  ?a  ex:musicBy  ?f   ,?a  ex:musicBy  ?b,0.0291027,0.0257511,0.0257511,36,1398,1398,?a,0.0273245
?b  ex:associatedBand  ?f  ?a  ex:musicBy  ?f   ,?a  ex:musicBy  ?b,0.0291027,0.0257511,0.0257511,36,1398,1398,?a,0.0273245
